Link,Title,Date,Type,Sale Date,Auction House,Lot Info,Estimate Low,Estimate High,Price Sold,Price Type
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594704/Orchids-,Orchids,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"48,981","58,004","57,798",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Shanzi-6594714/Reading-under-the-pine-tree-1942,Reading under the pine tree,1942,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"103,119","154,679","121,681",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594716/Lady-1939,Lady,1939,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"103,119","154,679","121,681",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594718/Landscape-1934,Landscape,1934,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"51,559","77,339",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594719/Landscape-,Landscape,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"541,380","799,179","654,038",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594720/Plum-blossom-1979,Plum blossom,1979,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"103,119","154,679","121,681",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594721/Lady-1940,Lady,1940,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"64,449","103,119","76,050",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594722/Lady-,Lady,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"64,449","103,119",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594724/Scholar-standing-under-palm-tree-,Scholar standing under palm tree,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"103,119","128,899","121,681",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594727/Lady-and-fans-,Lady and fans,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"38,669","64,449","45,630",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6594729/Various-objects-,Various objects,N/A,Works on Paper,"November 25, 2016",Poly International Auction Hong Kong,Fine Chinese Paintings and Calligraphy,"38,669","51,559",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599366/Hermit-with-Pine-1967,Hermit with Pine,1967,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"66,060","95,420","202,584",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599367/Lotus-Pool-1967,Lotus Pool,1967,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"220,200","367,000","810,336",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599404/Boating-Along-1951,Boating Along,1951,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"88,080","117,440","101,292",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599461/Narcissus-1961,Narcissus,1961,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"117,440","176,160",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599466/Guanyin-1938,Guanyin,1938,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"264,240","411,040","303,876",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599467/Sea-of-Clouds-,Sea of Clouds,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"95,420","124,780",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599468/Landscape-after-Xie-Shichen-,Landscape after Xie Shichen,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"88,080","117,440",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599469/Beauty-1940,Beauty,1940,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"73,400","117,440",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599470/Hermit-Under-Pine-,Hermit Under Pine,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"41,104","55,784",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599479/Persimmon-1971,Persimmon,1971,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"234,880","367,000",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599552/Self-Portrait-,Self Portrait,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"95,420","124,780",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zeng-Xi-6599581/Orchid-and-Rock-,Orchid and Rock,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"1,468","2,936","9,285",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599678/Seven-character-Couplet-in-Regular-Script-,Seven-character Couplet in Regular Script,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"29,360","44,040",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599679/Seven-character-Couplet-in-Running-Script-,Seven-character Couplet in Running Script,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,"51,380","66,060",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599701/Collection-of-Fine-Works-,Collection of Fine Works,N/A,Works on Paper,"November 13, 2016",China Guardian  Beijing,China Guardian 2016 Autumn Auctions - Modern Chinese Painting and Calligraphy,N/A,N/A,"52,334,200",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Shen-Yinmo-6598740/Sutra-,Sutra,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","117,440","176,160","709,044",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598764/Beauty-with-Fan-1948,Beauty with Fan,1948,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","88,080","117,440","185,702",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598765/Beauty-,Beauty,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","440,400","587,200",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598766/Guan-Yin-1943,Guan Yin,1943,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","880,800","1,174,400","1,012,920",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598767/Landscape-after-Ju-Ran-,Landscape after Ju Ran,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","9,982,400","12,918,400","15,193,800",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598768/Hermit-with-Pine-1947,Hermit with Pine,1947,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","1,468,000","2,202,000","1,688,200",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598769/Hermit-with-Plum-1950,Hermit with Plum,1950,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","1,468,000","2,202,000","1,688,200",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598770/Su-Shi-,Su Shi,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Grand View: Chinese Painting Highlight · Modern","1,468,000","2,202,000","742,808",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598838/Miscellaneous-Album-,Miscellaneous Album,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","4,404","8,808","87,786",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598858/Flora-1956,Flora,1956,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","4,404","8,808","37,140",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598865/Lotus-1948,Lotus,1948,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","4,404","8,808","270,112",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598882/Hermit-with-Bamboo-1968,Hermit with Bamboo,1968,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","4,404","8,808","101,292",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598919/Poet-by-Willow-,Poet by Willow,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","2,936","7,340","81,033",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598920/Hermit-1957,Hermit,1957,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","2,936","7,340","50,646",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598921/Hermit-1935,Hermit,1935,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","2,936","7,340","50,646",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598922/Seasonal-Offerrings-1927,Seasonal Offerrings,1927,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","2,936","7,340","70,904",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598926/Calligraphy-,Calligraphy,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","2,936","7,340","42,205",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598954/Lotus-1951,Lotus,1951,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","7,340","11,744","27,011",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6598988/Boating-Under-Cliff-,Boating Under Cliff,N/A,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","26,424","41,104","37,140",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6599002/Plum-Blossoms-1951,Plum Blossoms,1951,Works on Paper,"November 12, 2016",China Guardian  Beijing,"China Guardian 2016 
Autumn Auctions - Focus on Private Collection of Chinese Painting and 
Calligraphy","1,174","1,761","37,140",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6613732/Spring-birds-1936,Spring birds,1936,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part I),"220,050","293,400","312,104",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6613747/Amitayus-Buddha-1940,Amitayus Buddha,1940,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part I),"513,450","616,140","590,467",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6613754/Boating-in-the-red-cliff-1963,Boating in the red cliff,1963,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part I),"117,360","132,030",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6613756/Lotus-1965,Lotus,1965,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part I),"660,150","806,850",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Pan-Feisheng-6739957/Lotus-peak-1933,Lotus peak,1933,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part II),"29,340","36,675",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Enhua-6742271/Living-in-peaceful-mountains-,Living in peaceful mountains,N/A,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part II),"29,340","36,675",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6742273/Painting-and-calligraphy-1928,Painting and calligraphy,1928,Works on Paper,"November 11, 2016",ChengXuan Auctions Beijing,Chinese Paintings & Calligraphy (Part II),"14,670","22,005","26,992",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6601206/[Untitled]-,[Untitled],N/A,Works on Paper,"November 10, 2016",Poly International Auction Beijing,"The 36th Fine Arts 
Auction - Flourishing - A Modern Chinese Paintings and Calligraphy (II) 
Special",N/A,N/A,"1,184",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6605856/[Untitled]-,[Untitled],N/A,Works on Paper,"November 10, 2016",Poly International Auction Beijing,"The 36th Fine Arts 
Auction-  Fantastic - A Modern Chinese Paintings and Calligraphy (I) 
Special","11,776","17,664",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6605863/[Untitled]-,[Untitled],N/A,Works on Paper,"November 10, 2016",Poly International Auction Beijing,"The 36th Fine Arts 
Auction-  Fantastic - A Modern Chinese Paintings and Calligraphy (I) 
Special","220,800","368,000","321,632",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6605864/[Untitled]-,[Untitled],N/A,Works on Paper,"November 10, 2016",Poly International Auction Beijing,"The 36th Fine Arts 
Auction-  Fantastic - A Modern Chinese Paintings and Calligraphy (I) 
Special","73,600","117,760","110,032",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6605865/[Untitled]-,[Untitled],N/A,Works on Paper,"November 10, 2016",Poly International Auction Beijing,"The 36th Fine Arts 
Auction-  Fantastic - A Modern Chinese Paintings and Calligraphy (I) 
Special","73,600","11,776","88,025",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Xu-Beihong-6531047/Flowers-and-Rock-,Flowers and Rock,N/A,Works on Paper,"November 08, 2016",Christie's London,Chinese Ceramics & Works of Art,"37,275","62,125","46,593",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6540998/Spring-dawn-over-Mount-Emei-1979,Spring dawn over Mount Emei,1979,Works on Paper,"November 08, 2016",Lyon & Turnbull Edinburgh,Fine Asian Works of Art - London,"497,000","745,500",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504667/Cherries-1972,Cherries,1972,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"51,559","77,339","177,237",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504668/Budding-Blossom-,Budding Blossom,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"58,004","77,339","72,506",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504669/Plum-Blossoms-,Plum Blossoms,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"45,114","64,449","56,393",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504670/Lotus-,Lotus,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"77,339","103,119","96,674",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504671/Chrysanthemums-1972,Chrysanthemums,1972,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"45,114","64,449",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504672/Mountains-at-Dusk-1965,Mountains at Dusk,1965,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"451,149","644,499","721,839",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504673/Self-Portrait-1982,Self Portrait,1982,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"58,004","77,339",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504674/Budding-Lotus-1968,Budding Lotus,1968,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"90,229","128,899","145,012",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504700/Drifting-Beneath-Pine-Tree;-Calligraphy-1954,Drifting Beneath Pine Tree; Calligraphy,1954,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"41,247","51,559","257,799",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504702/Scholar-in-the-Courtyard-1952,Scholar in the Courtyard,1952,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"206,239","257,799","257,799",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504703/Landscape;-Pine-and-Rock-1929,Landscape; Pine and Rock,1929,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"20,623","30,935","51,559",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504711/Scholar-by-the-Waterfall;-Appreciating-the-Pine-1945,Scholar by the Waterfall; Appreciating the Pine,1945,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"28,357","38,669","80,562",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504722/Spring-Clouds-Amidst-Autumn-Landscape-1948,Spring Clouds Amidst Autumn Landscape,1948,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"3,866,999","6,444,999","4,573,371",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504730/Letter-to-Lin-Yutang-,Letter to Lin Yutang,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"10,311","15,467","41,892",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504764/Mountains-in-Oblique-Sunlight;-Calligraphy-1942,Mountains in Oblique Sunlight; Calligraphy,1942,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"90,229","116,009","319,671",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504765/Scholar-Under-the-Pine-,Scholar Under the Pine,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"15,467","19,334","32,224",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504821/Lotus-Pond-1980,Lotus Pond,1980,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"412,479","580,049","598,095",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504825/Cloud-Girdled-Crags-1965,Cloud Girdled Crags,1965,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"322,249","451,149","721,839",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504842/Sage-by-the-Pine-1982,Sage by the Pine,1982,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"1,546,799","1,933,499","2,175,832",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504861/Drifting-by-the-Autumn-Mountains-1966,Drifting by the Autumn Mountains,1966,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"103,119","154,679","350,607",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504862/Calligraphy-in-Xingshu-1955,Calligraphy in Xingshu,1955,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"32,224","45,114","193,349",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504863/Bird-on-Cherry-Branch-1955,Bird on Cherry Branch,1955,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"70,895","96,674","177,237",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504871/Narcissus-,Narcissus,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"58,004","77,339","88,618",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504884/Calligrpahy-and-the-Eight-Trigrams-,Calligrpahy and the Eight Trigrams,N/A,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"19,334","25,779","161,124",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504891/Buddhist-Mural-Painting-After-Tang-Artists-1952,Buddhist Mural Painting After Tang Artists,1952,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"1,933,499","3,222,499","2,639,871",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504930/Poem-in-Xingshu-1955,Poem in Xingshu,1955,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"28,357","38,669","88,618",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6504933/Landscape-After-Ju-Ran-1947,Landscape After Ju Ran,1947,Works on Paper,"October 04, 2016",Sotheby's Hong Kong,Fine Chinese Paintings,"360,919","451,149","629,031",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6486353/Landscape-,Landscape,N/A,Works on Paper,"October 03, 2016",Poly International Auction Hong Kong,Fine Modern Chinese Paintings and Calligraphy,"23,201","28,357","48,672",Premium
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6486382/Flower-and-bird-,Flower and bird,N/A,Works on Paper,"October 03, 2016",Poly International Auction Hong Kong,Fine Modern Chinese Paintings and Calligraphy,"116,009","154,679",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6486391/Flower-and-bamboo-,Flower and bamboo,N/A,Works on Paper,"October 03, 2016",Poly International Auction Hong Kong,Fine Modern Chinese Paintings and Calligraphy,"103,119","154,679",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6486427/Scholar-,Scholar,N/A,Works on Paper,"October 03, 2016",Poly International Auction Hong Kong,Fine Modern Chinese Paintings and Calligraphy,"45,114","70,895",N/A,Bought In
http://artsalesindex.artinfo.comhttp://artsalesindex.artinfo.com/auctions/-Zhang-Daqian-6486428/Landscape-,Landscape,N/A,Works on Paper,"October 03, 2016",Poly International Auction Hong Kong,Fine Modern Chinese Paintings and Calligraphy,"70,895","109,564","124,723",Premium
