Zhang Dehua ,1931,2005,Lu Xun,1978,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"45,027","60,036",N/A,Bought In
Wang Keping ,1949,,Big mouth,1988,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"60,036","75,045","100,860",Premium
Sui Jianguo ,1956,,Legacy mantle,2006,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"45,027","60,036",N/A,Bought In
Ai Weiwei ,1957,,Middle finger,N/A,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"60,036","90,054","84,050",Premium
Ai Weiwei ,1957,,Honeycomb coal,N/A,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"12,007","18,010","15,129",Premium
Xiang Jing ,1968,,Unflyyable angel,1998,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"27,016","33,019","63,878",Premium
Xiang Jing ,1968,,Smoking girl,1997,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"22,513","27,016","48,749",Premium
Wu Di ,1979,,Eyes,2009,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"15,009","22,513","21,853",Premium
Cao Hui ,1968,,I'm sorry,2006,Sculpture,20101204,Council Beijing,5th Anniversary Auction,"45,027","60,036","117,670",Premium
Tian Shixin ,1941,,Song of spring,2005,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"55,663","70,311","62,342",Premium
Tian Shixin ,1941,,Nude,2005,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"14,648","21,972",N/A,Bought In
Unmask Group est. 2001,N/A,N/A,Translucence,2008,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"14,648","21,972",N/A,Bought In
Li Nannan ,1978,,Whale,2005,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"3,808","4,394","4,265",Premium
Qu Guangci ,1969,,Play boy,2008,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"17,577","21,972","24,608",Premium
Cao Hui ,1968,,Cow,2007,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"58,592","87,889","73,826",Premium
Cao Hui ,1968,,Peeling off the sheep,2006,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"29,296","43,944",N/A,Bought In
Li Wei ,1970,,The betrayed dignity,2009,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"11,718","17,577","13,124",Premium
Xiang Jing ,1968,,Gift,2004,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"23,437","29,296","26,249",Premium
Xiang Jing ,1968,,Wine,1995,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"29,296","43,944","32,811",Premium
Xiang Jing ,1968,,Cuddle,2010,Sculpture,20100604,Council Beijing,Spring 2010 Auction,"32,226","46,874","45,936",Premium
Xiang Jing ,1968,,Waltz 2,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"26,361","36,613","45,927",Premium
Xiang Jing ,1968,,Leisureliness,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"17,574","26,361","31,165",Premium
Xiang Jing ,1968,,Smoking girl,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"17,574","29,290","45,927",Premium
Li Wei ,1970,,Sleeplessness,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"8,787","11,716","25,805",Premium
Ju Ming ,1938,,Corydon riding ox,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"23,432","322,198",N/A,Bought In
Cao Hui ,1968,,Goat,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"21,968","29,290","42,647",Premium
Qu Guangci ,1969,,The invincible Eastern warrior,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"21,968","29,290","37,726",Premium
Qu Guangci ,1969,,Standard effigy of Defoe,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"11,716","21,968","14,762",Premium
Unmask Group est. 2001,N/A,N/A,0 degree,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"10,251","14,645","13,122",Premium
Unmask Group est. 2001,N/A,N/A,Translucence,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"8,787","11,716","8,201",Premium
Shen Jingdong ,1965,,Hero series,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"1,318","2,196",N/A,Bought In
Shi Jinsong ,1969,,Ne Zha's baby stroller,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"21,968","29,290","24,604",Premium
Liu Liguo ,1961,,Charm,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"4,393","7,322",N/A,Bought In
Chen Zhiguang ,1963,,Accountant,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"5,125","8,054",N/A,Bought In
Jeff Koons ,1955,,Puppy,N/A,Sculpture,20091214,Council Beijing,Autumn 2009 Auction,"1,464","2,196","1,312",Premium
Hong Shaopei ,1979,,Folding the painting series No. 4,2009,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"6,730","8,779","8,193",Premium
Liang Shuo ,1976,,Wish my son always as now,2007,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"11,705","14,631","13,929",Premium
Unmask Group est. 2001,N/A,N/A,Traslucency,2006,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"1,463","1,755",N/A,Bought In
Chen Wenling ,1969,,Miss pig,N/A,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"14,631","17,558",N/A,Bought In
Xiang Jing ,1968,,1998,2000,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"12,437","14,631","15,568",Premium
Tian Shixin ,1941,,Spring,2008,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"36,579","51,211","45,885",Premium
Wang Wei ,1701,1760,Bust,2002,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"7,315","11,705","8,193",Premium
Wang Wei ,1701,1760,Zhou En Lai,2008,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"11,705","17,558","13,110",Premium
Shen Hongbiao ,1968,,Seated,2008,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"17,558","23,411","18,026",Premium
Xiang Jing ,1968,,Present,2004,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"29,263","33,653","36,872",Premium
Xiang Jing ,1968,,On and off,2006,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"70,233","99,496","81,938",Premium
Qu Guangci ,1969,,Dragon king,2008,Sculpture,20090625,Council Beijing,Spring 2009 Auction,"23,411","29,263","29,497",Premium
Liu Kun ,1968,,Waiting,2006,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"2,617","4,071",N/A,Bought In
Zhang Ning ,1982,,Peachblossom 6,2006,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"2,181","2,908",N/A,Bought In
Lv Qiongwen ,1977,,Mola's dream,N/A,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"2,908","3,780","2,931",Premium
Liao Yibai ,1971,,San San the dedicated,2008,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"8,724","11,632","19,543",Premium
Li Hongjun ,1960,,Self,2008,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"23,265","29,082","24,429",Premium
Xiang Jing ,1968,,The angel who does not fly,1998,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"21,811","29,082","26,057",Premium
Qu Guangci ,1969,,Snake king,2008,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"17,449","23,265","21,171",Premium
Jin Nv ,1984,,Night,2008,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"8,724","10,178","7,817",Premium
Chen Wenling ,1969,,Valiant struggle,2005,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"29,082","34,898","26,057",Premium
Gao Yu ,1981,,Five elements mountain,2003,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"23,265","29,082","24,429",Premium
Zhou Chunya ,1955,,Green dog,2006,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"37,807","43,623",N/A,Bought In
Zhou Chunya ,1955,,Green dog,2006,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"109,059","130,870",N/A,Bought In
Shi Jindian ,1953,,Chinese zither,N/A,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"7,997","9,451",N/A,Bought In
Shi Jindian ,1953,,Motorcycle,N/A,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"52,348","65,435","57,001",Premium
Gabriel Barredo ,1957,,Swaying tree of life,N/A,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"24,720","29,082","26,057",Premium
Wedhar Riyadi ,1980,,Sadly,2003,Sculpture,20081207,Council Beijing,Autumn 2008 Auction,"7,270","8,724",N/A,Bought In
Ju Ming ,1938,,Cow and calf,1981,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"12,932","17,242","16,093",Premium
Huang Gang ,1961,,Statue of liberty,N/A,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"8,621","14,369","10,460",Premium
Zhang Feng ,1965,,Walking,N/A,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,058","14,369",N/A,Bought In
Chen Ke ,1978,,Doll family,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"6,466","7,902","10,460",Premium
Xiang Jing ,1968,,Day dreaming,1996,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"17,242","25,864","24,139",Premium
Xiang Jing ,1968,,My baby,2000,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"20,835","31,611","39,428",Premium
Xiang Jing ,1968,,Day dreaming,1996,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"25,864","43,107","32,186",Premium
Wu Zuguang ,1957,,Boat,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,058","14,369","15,288",Premium
Chen Wenling ,1969,,Happy life,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"17,242","25,864","17,702",Premium
Yin Zhaoyang ,1970,,Mao Zedong,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"22,990","28,738","25,749",Premium
Yang Ying-Feng ,1926,1997,East West Gate,1974,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"19,398","33,048",N/A,Bought In
Yayoi Kusama ,1929,,Infinity box with mirror,2001,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"1,724","2,873","1,931",Premium
Cai Guo Qiang ,1957,,Kaleidescope: time tunnel,2002,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,058","14,369",N/A,Bought In
Yang Mao Lin ,1953,,Contemplative Peter Panthčre Bodhisattva rides on Anotogaster Siebldii Selys,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"57,476","86,214","74,029",Premium
Qu Guangci ,1969,,Killing bears,2008,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"71,845","114,952","106,215",Premium
Tian Shixin ,1941,,Lu Xun,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"28,738","35,922","51,498",Premium
Tian Shixin ,1941,,Maid of honor,1999,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"31,611","40,233","45,061",Premium
Wei Xiaoming ,1957,,Female figure,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"34,485","43,107","41,842",Premium
Wei Xiaoming ,1957,,Angel,N/A,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"40,233","48,854","48,279",Premium
Wei Xiaoming ,1957,,Puzzled fish,2008,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"45,980","71,845","67,591",Premium
Zhang Dehua ,1931,2005,Portrait of Deng Xiaoping,1994,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"25,864","43,107","82,075",Premium
Wang Wei ,1962,,Horse,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"7,184","11,495","13,679",Premium
Cai Zhisong ,1972,,A warrior no.6,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"25,864","40,233",N/A,Bought In
Sui Jianguo ,1956,,Clothes vein study discobolus,2000,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"54,602","68,971","106,215",Premium
Li Wei ,1970,,Look at me - horse head,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"11,495","17,242","16,093",Premium
Li Wei ,1970,,Look at me - they,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"11,495","17,242","16,093",Premium
Song Feel 20th/21st C,N/A,N/A,Superman,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"7,471","10,058",N/A,Bought In
Yang Tao ,1968,,Fly,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"8,621","11,495","8,851",Premium
Mou Boyan ,1976,,Fatty,N/A,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"11,495","17,242","13,679",Premium
Li Yanrong ,1965,,Nails in red,N/A,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"7,184","10,058","8,046",Premium
Wang Du ,1959,,Kitchen,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"15,805","20,116",N/A,Bought In
Li Zhanyang ,1969,,Clothes vein study discobolus,2004,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"7,902","10,776","9,655",Premium
Su Tai 20th/21st C,N/A,N/A,Angel and glory turtle,2005,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"11,495","17,242","14,483",Premium
Yang Jianping ,1961,,Golden figure,2003,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,058","14,369","12,069",Premium
Pang Yongjie ,1968,,Woman,2005,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"4,023","5,747","8,046",Premium
Boyang Hou ,1988,,Practicing sword in autumn wind,2007,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,345","12,932",N/A,Bought In
Ren Si Hong ,1967,,Broadcasting gymnastics,2005,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"6,466","8,621",N/A,Bought In
Wu Zhen ,1963,,Businessmen,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"6,034","8,621","7,241",Premium
Wu Jian'an ,1980,,Golden tree,2006,Sculpture,20080521,Council Beijing,Spring 2008 Auction,"10,058","14,369",N/A,Bought In
Xiang Jing ,1968,,The center of quietude,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"108,328","162,492","181,991",Premium
Yu Fan ,1966,,Silver-tailed horse sculpture,2000,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"37,914","51,455","45,497",Premium
Yin Zhaoyang ,1970,,Storm,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"51,455","64,996","57,630",Premium
Jiang Jie ,1963,,Your voice,1997,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"6,770","8,124",N/A,Bought In
Sui Jianguo ,1956,,Marx in China,N/A,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"33,852","47,393","124,360",Premium
Qu Guangci ,1969,,Last supper who moved my sofa?,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"54,164","67,705","121,327",Premium
Xiang Jing ,1968,,Under wrap,2005,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"16,249","20,311","21,232",Premium
Xiang Jing ,1968,,Alone,2003,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"16,249","20,311","47,014",Premium
Chen Wenling ,1969,,Happy life,2006,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"35,206","48,747","40,947",Premium
Unmask Group est. 2001,N/A,N/A,Translucency 8,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"10,832","13,541","21,232",Premium
Li Nannan ,1978,,Caterpillar,2005,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"3,385","4,062","3,336",Premium
Tian Shixin ,1941,,Nude,2005,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"43,331","47,393","84,929",Premium
Li Xiangqun ,1961,,Untitled,1998,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"8,124","10,832",N/A,Bought In
Li Xiangqun ,1961,,Untitled,1993,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"24,373","27,082","40,947",Premium
Zhu Ming ,1972,,Taichi series,1995,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"54,164","67,705","69,763",Premium
Jin Nu ,1971,,My fairy grow up,2006,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"8,124","10,832","12,891",Premium
Li Wei ,1970,,Portrait,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"8,124","10,832","16,682",Premium
Zhou Chunya ,1955,,Green dog,2006,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"20,311","24,373","24,265",Premium
Wu Weishan ,1962,,Portrait of Qi Baishi,N/A,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"24,373","27,082","45,497",Premium
Zhang Dehua ,1931,2005,Portrait of Deng Xiao Ping,1994,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"10,832","13,541","153,175",Premium
Huang Gang ,1961,,Red army,2005,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"6,770","8,124","27,298",Premium
Zhang Feng ,1965,,Nude,2005,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"8,124","10,832","9,099",Premium
Wei Xiaoming ,1957,,Spring no.2,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"29,790","37,914","66,730",Premium
Liang Shuo ,1976,,City farmer,2002,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"13,541","16,249","15,165",Premium
Yang Tao ,1968,,Frank,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"8,124","10,832","22,748",Premium
Bao Pao ,1940,,Night,2007,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"10,832","13,541","13,649",Premium
Chen Ke ,1978,,Doll family,2006,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"5,416","8,124","10,616",Premium
Li Jikai ,1975,,Empty,2006,Sculpture,20071201,Council Beijing,Autumn 2007 Auction,"10,832","13,541",N/A,Bought In
Wang Keping ,1949,,Body,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"7,844","10,459","14,382",Premium
Sui Jianguo ,1956,,Made in China,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"4,968","7,583","11,505",Premium
Wu Shixiong ,1950,,Untitled,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"3,399","4,706","4,314",Premium
Qu Guangci ,1969,,Solidarity,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"19,612","23,534","21,573",Premium
Qu Guangci ,1969,,No labor dumb million,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"28,764","39,224","31,641",Premium
Xiang Jing ,1968,,Nightless night II,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"13,074","15,689","20,135",Premium
Xiang Jing ,1968,,Virgin in menarche,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"39,224","52,299","93,484",Premium
Xiang Jing ,1968,,Rainbow,N/A,Sculpture,20070602,Council Beijing,Spring 2007 Auction,"52,299","65,374","373,939",Premium
Wang Jinchun ,1952,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"23,488","29,360","27,011",Premium
Chen Jun ,1980,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,734,"1,468","1,012",Premium
Shen Jialiang ,1953,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"8,808","11,744","10,129",Premium
Cheng Jianjun ,1978,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"14,680","29,360","16,882",Premium
Sun Zhenfeng ,1960,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"8,808","14,680","10,129",Premium
Xiong Yuantang ,1963,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"5,872","11,744","6,752",Premium
Yang Junyan ,1963,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","3,376",Premium
Wang Huaijun ,1943,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"4,404","7,340","5,064",Premium
Fang Yi ,1975,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"1,468","2,936","5,402",Premium
Fang Yi ,1975,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"1,468","2,936","5,064",Premium
Ding Hong ,1965,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","5,064",Premium
Cheng Zifeng ,1988,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"23,488","29,360","33,764",Premium
Huang Shan ,1980,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","3,376",Premium
Zhu Zhenhong ,1973,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"14,680","22,020","20,258",Premium
Wu Lingzhi ,1986,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","5,064",Premium
Yu Fuchang ,1950,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,N/A,N/A,844,Premium
Shi Jiamei ,1942,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,734,"1,468","1,012",Premium
Cao Jinxing ,1940,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"1,761","2,936","2,532",Premium
Lu Wei ,1967,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,202","2,936","3,038",Premium
Gong Xunming ,1957,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","8,808","3,882",Premium
Zhao Zhongliang ,1971,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","7,340","3,376",Premium
Xie Bengui ,1938,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,202","4,404","2,701",Premium
Huang Maijiu ,1938,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"22,020","29,360","25,323",Premium
Wang Guiying ,1931,2012,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"26,424","44,040","32,075",Premium
Wang Guiying ,1931,2012,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"7,340","14,680","8,441",Premium
Xu Yafeng ,1940,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"8,808","11,744","10,129",Premium
Lu Ru ,1936,,Brus Holder,N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"7,340","11,744","8,441",Premium
Lu Ru ,1936,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"7,340","11,744","8,441",Premium
Yuan Shiwen ,1947,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","7,340","3,376",Premium
Qiu Qixian 20th/21st C,N/A,N/A,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","3,714",Premium
Hu Damin ,1976,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"1,468","2,936","2,532",Premium
Huang Shuiquan ,1963,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"1,174","2,936","1,519",Premium
Zhou Peng ,1963,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","7,340","3,376",Premium
Guo Wenlian ,1942,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"734,000","1,174,400","1,350,560",Premium
Wang Shangbin ,1962,,Bluish Dark Carving Tea Caddy,N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","5,064",Premium
Yang Runquan ,1942,,Tea Pot,N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"2,936","4,404","3,376",Premium
Zheng Canhuang ,1972,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"4,404","7,340","5,064",Premium
Yi Chali ,1970,,Vase,N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"8,808","11,744","21,946",Premium
Wei Chubin ,1978,,[Untitled],N/A,Ceramics,20161113,China Guardian  Beijing,China Guardian 2016 Autumn Auctions - China Guardian 2016 Autumn Auctions - Modern and Contemporary Porcelain,"4,404","7,340","5,908",Premium
